"pais","idnum","uniq_id","upm","prov","municipio","cluster","ur","tamano","idiomaq","fecha","wt","estratopri","estratosec","q2y","q2","q1","ls3","a4","soct2","idio2","np1","cp6","cp7","cp8","cp13","cp20","it1","l1","cosgov2","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic71","vic72","vic74","vic43","aoj11","aoj12","b1","b2","b3","b4","b6","b43","b13","b18","b21","b21a","b32","b31a","b37","b47a","n11","pr3d","pr3e","rumbo1","mal1","mal2","oport1","oport2","ar1","ar2","ar3","ar4","ar5","ar6","m1","m2","sd2new2","sd3new2","sd6new2","infrax","infra3","trato1","trato2","trato3a","trato3b","trato3c","trato3d","trato3e","trato3f","mito2","mito3","mito4","cosal2a","cosal2f","cospp1a","cospp1b","cospp1c","ros1","ros4","ing4","eff1","eff2","aoj22new","media3","media4","exp_a","dst1b","drk1","env1c","env2b","pn4","w14a","e5","d1","d2","d3","d4","d5","d6","lib1","lib2b","lib2c","lib4","exc2","exc6","exc11","exc13","exc14","exc15","exc16","exc18","exc7new","vb1","vb2","vb4new","vb3n","cosvp1","cosvp2","vb10","vb11","cosvf1","pol1","vb20","cosmun5","cosmun12","for5","exp_b","mil10a","mil10e","mil10oas","mil10un","wf1","cct1b","ed","ed2","q5a","q5b","q3c","ocup4a","ocup1a","q10g","q10new","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","q12m","q12f","etid","www1","gi0","pr1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","colorr","conocim","iarea1","iarea2","iarea3","iarea4","iarea6","iarea7","sexi","colori","srvyrid","formatq","sex"
6,261,16060261,401,604,600401,162,1,2,1,9/5/2016,1,602,1,1994,22,2,2,1,3,3,2,4,4,4,4,4,3,3,2,2,2,2,1,2,,1,0,1,0,3,3,4,6,3,4,5,4,3,2,4,5,4,5,4,5,4,4,2,2,1,3,2,2,4,6,5,6,8,4,2,3,2,3,3,4,1,2,9,5,4,5,5,6,5,5,5,9,5,4,3,2,3,3,5,5,4,6,7,4,4,1,4,4,2,1,3,1,4,1,3,4,3,6,5,1,1,1,1,0,0,0,,,,,0,3,2,2,77,,,,2,,,4,1,0,4,4,1,3,,,4,2,2,11,1,5,1,1,3,,,11,2,2,4,1,1,4,2,2,1,1,7,4,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,5,3,3,2,4,3,3,2,2,4,22,4,2
6,98,16060098,201,602,600201,100,1,2,1,9/19/2016,1,602,1,1955,61,2,2,5,3,2,2,1,4,4,4,4,1,6,5,2,2,1,1,2,,0,0,1,0,1,1,5,7,7,7,6,7,6,6,4,4,6,7,7,5,4,5,5,2,1,1,2,1,6,5,10,5,1,4,3,3,2,2,2,2,2,5,10,9,5,8,8,9,9,8,8,9,4,7,1,2,3,4,6,5,2,4,7,6,6,1,7,2,6,1,2,,8,7,7,5,5,8,,2,2,2,2,0,0,,,,0,,0,2,1,1,,603,1,1,2,,,4,1,0,2,4,2,2,2,,1,2,2,8,1,1,1,5,5,,,15,2,2,1,1,2,2,0,5,2,3,1,1,1,2,1,0,1,1,1,1,0,1,1,1,1,1,1,2,1,2,2,3,1,1,1,1,9,5,4,2
6,450,16060450,305,603,600305,145,1,3,1,8/27/2016,1,602,2,1950,66,1,1,58,2,2,1,4,3,3,3,,2,3,5,2,2,2,2,2,,1,0,1,0,2,2,5,3,5,7,7,7,1,4,1,5,5,6,7,7,6,1,1,1,,1,2,2,7,4,1,1,1,4,2,4,3,2,3,2,1,5,7,7,1,1,3,5,8,8,9,6,1,1,1,2,4,1,7,7,1,6,1,2,6,2,6,3,5,2,2,1,10,10,10,10,10,10,10,2,2,3,2,0,0,,,,0,,0,2,1,1,,603,2,2,2,,,1,3,4,2,5,2,,3,4,2,2,2,14,2,5,3,4,6,,15,16,2,2,2,2,2,5,2,2,0,2,1,1,1,2,1,0,1,1,1,1,0,1,1,1,1,1,1,3,2,1,1,4,1,1,1,2,6,8,4,1
6,175,16060175,202,602,600202,106,1,3,1,8/31/2016,1,602,2,1993,23,2,1,27,2,2,2,1,4,4,4,4,2,5,5,2,1,1,2,2,,1,0,0,0,3,2,4,7,7,5,7,7,5,7,5,6,6,6,5,4,5,5,5,2,1,3,2,2,9,9,5,5,1,5,3,3,2,4,2,2,2,3,10,10,10,10,10,10,10,8,9,10,10,7,2,2,4,4,7,7,7,7,7,6,6,2,7,4,7,1,1,2,10,10,10,8,8,7,10,2,2,2,3,0,0,,,,0,,0,5,1,1,,603,1,,2,,,2,2,4,3,4,2,2,2,2,1,2,2,17,1,2,1,1,3,,,2,2,2,3,3,1,3,0,0,,,1,1,1,4,1,0,1,0,1,1,0,1,1,1,1,1,0,1,2,1,2,4,1,1,1,1,5,14,4,2
6,369,16060369,510,605,600510,194,1,4,1,8/24/2016,1,604,3,1944,72,2,4,15,3,3,2,1,4,4,3,4,3,5,6,2,2,2,2,1,1,1,0,0,0,2,3,4,7,3,4,,7,5,,,3,,,6,,3,4,5,2,1,3,1,1,5,8,5,5,5,5,3,3,3,2,2,5,1,5,10,10,7,10,10,10,10,5,5,8,1,3,3,1,4,3,6,5,5,5,7,4,4,1,7,2,7,1,3,2,7,5,5,1,1,3,1,2,2,3,1,0,0,,,,0,,0,1,1,1,,603,2,2,2,,,4,1,3,,4,1,,,2,2,2,2,11,2,2,1,12,6,,11,11,2,2,3,2,1,1,0,0,,,1,5,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,2,3,1,4,4,1,1,1,1,5,25,4,2
6,1323,16061323,307,603,600307,158,1,3,1,9/1/2016,1,602,2,1996,20,2,1,57,2,1,2,4,4,4,4,4,1,5,1,2,2,2,2,2,,1,0,1,0,4,4,1,7,4,7,7,7,6,1,7,7,7,6,7,7,1,7,7,2,1,2,2,2,10,10,10,10,10,1,2,2,2,2,2,5,3,3,10,10,10,10,10,10,10,10,10,10,1,10,1,2,4,1,7,7,7,3,7,7,4,1,7,2,1,1,1,2,10,1,1,1,1,1,1,1,1,1,1,0,0,,,0,0,,0,1,1,1,,,,,1,,1,1,2,,2,,2,,,,,1,1,6,2,5,1,5,5,,,2,2,2,3,2,3,15,5,2,0,2,1,1,1,2,0,0,1,0,1,0,0,1,0,0,1,1,1,4,3,1,2,2,1,1,1,1,1,4,4,2
6,815,16060815,601,606,600601,204,1,3,1,9/7/2016,1,604,1,1996,20,1,1,5,2,2,2,1,4,4,4,,2,,5,2,2,1,1,2,,1,0,0,0,2,3,6,6,4,5,5,6,4,6,1,1,4,4,4,4,1,5,,1,1,2,2,1,6,5,7,5,5,6,3,3,3,2,2,2,2,2,10,8,9,10,8,10,10,6,5,7,6,4,2,2,4,4,5,5,3,3,5,4,5,1,5,3,4,2,2,1,7,6,7,7,6,5,5,2,2,2,2,0,0,,,,0,,0,4,1,2,8,,,,2,,,4,1,0,3,4,2,2,3,2,2,1,2,14,3,1,1,12,4,,,14,2,2,2,1,1,3,0,0,,,1,1,4,2,1,0,1,2,1,0,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,9,5,4,1
6,730,16060730,10101,601,600101,9,1,1,1,9/20/2016,1,601,1,1982,34,1,2,5,2,2,2,1,3,3,4,,2,1,5,1,1,1,2,2,,1,1,1,1,4,2,4,7,5,6,5,7,5,7,3,5,4,7,3,7,7,1,7,2,2,2,1,1,6,8,9,1,2,1,3,4,4,2,2,3,1,3,10,10,9,5,7,3,8,8,7,9,3,1,4,1,1,1,7,7,1,5,7,1,7,2,4,4,2,1,3,1,10,2,8,1,10,10,10,1,1,2,3,0,0,0,0,0,0,1,0,4,1,1,,603,2,2,1,603,2,1,2,4,3,1,1,2,2,2,2,2,2,15,4,2,1,2,1,2,15,16,2,1,1,2,1,3,1,1,1,0,2,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,2,2,2,1,1,1,1,4,4,1
6,76,16060076,102,601,600102,22,1,1,1,9/1/2016,1,601,2,1947,69,2,2,1,3,3,2,4,4,4,4,4,2,1,1,2,1,1,2,2,,1,1,1,0,3,3,4,6,2,5,4,7,4,4,1,1,2,,4,1,1,6,3,2,1,3,2,2,10,10,10,10,10,8,5,5,3,3,3,4,2,5,9,8,5,4,10,10,5,6,1,,1,,4,1,4,1,7,7,1,1,,,,2,,,,1,,,1,,,,,,,3,,,,0,0,,,,0,,1,,1,2,77,,,,2,,,4,1,0,,,2,,,,,2,2,3,0,2,1,1,5,,,,2,2,2,3,6,3,0,5,4,1,1,5,4,1,1,0,1,0,1,1,1,1,1,1,1,1,0,3,4,1,2,3,1,1,1,2,5,23,4,2
6,1387,16061387,407,604,600407,170,1,3,1,9/20/2016,1,602,3,1998,18,1,1,13,,1,2,4,4,4,4,,4,5,8,2,1,1,2,2,,1,1,1,0,1,4,5,7,6,6,7,7,6,5,7,7,7,5,7,6,5,7,7,,1,2,,1,5,10,1,1,1,1,2,2,2,2,2,1,1,4,10,9,7,10,9,10,10,9,8,8,1,10,1,2,4,7,7,7,1,4,7,6,7,2,7,3,1,1,2,2,10,10,8,1,1,10,10,3,3,2,2,0,0,,0,,0,,0,2,1,2,6,,,,2,,,1,2,96,1,10,1,1,1,2,1,2,2,9,2,5,1,5,1,2,7,16,2,2,1,1,1,6,0,0,,,1,1,2,1,1,0,1,0,1,1,1,1,1,1,1,1,1,3,3,1,1,4,1,1,1,2,7,17,4,1
6,823,16060823,115,601,600115,87,1,3,1,8/30/2016,1,601,2,1988,28,2,4,13,3,2,2,4,3,4,4,4,3,6,1,2,2,2,2,1,2,1,0,1,1,4,4,2,1,1,1,2,1,1,3,1,1,3,1,1,1,2,4,4,2,1,3,2,1,10,9,1,1,1,4,5,5,3,4,4,2,2,5,2,5,5,6,3,7,7,1,3,3,1,1,2,2,4,1,1,4,1,4,7,2,7,1,3,2,4,1,3,1,6,10,6,10,10,10,10,2,2,2,1,0,0,,,,0,0,0,4,1,1,,603,1,1,2,,,3,,96,3,7,2,3,3,2,3,2,2,11,8,5,4,4,3,,,16,2,1,2,3,1,3,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,3,2,1,2,2,1,1,1,2,5,23,4,2
6,459,16060459,702,607,600702,225,1,3,1,9/5/2016,1,604,1,1994,22,2,2,4,2,1,2,1,2,4,3,4,2,5,7,2,1,1,2,1,1,1,0,1,0,2,3,3,6,7,6,5,7,6,6,5,5,6,5,7,6,6,7,6,1,2,2,2,1,6,4,3,4,2,8,4,3,3,1,2,2,1,5,7,5,4,7,2,6,7,8,3,7,1,9,1,2,4,,6,6,7,5,7,6,,2,7,4,4,1,3,1,6,4,7,4,6,1,1,3,3,3,1,1,0,0,,,0,,0,2,1,2,2,,,,2,,,2,3,,,,2,4,,,4,2,2,8,3,2,1,2,5,,,16,2,2,2,2,3,5,3,3,2,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,4,2,1,1,4,1,1,1,1,4,11,4,2
6,584,16060584,401,604,600401,244,1,2,1,9/16/2016,1,602,1,1974,42,1,1,3,1,2,2,4,4,4,4,,1,7,7,2,2,2,2,2,,1,0,1,0,2,4,5,6,6,6,6,7,6,3,2,5,6,6,7,7,2,6,4,2,3,3,2,2,8,9,7,6,1,3,3,3,3,2,2,2,2,1,,,,,,,,5,1,7,1,1,2,2,4,5,7,7,2,5,6,5,6,2,5,4,7,1,2,1,10,10,10,8,8,10,1,2,2,2,2,0,0,,0,,,0,1,4,1,2,77,,,,1,602,1,4,3,2,2,7,2,2,2,1,1,2,1,7,,5,2,1,1,4,1,1,2,2,2,1,2,6,0,2,0,2,1,2,2,2,1,0,1,1,1,0,0,1,1,1,1,1,0,2,1,1,1,3,1,1,1,1,9,5,4,1
6,366,16060366,202,602,600202,106,1,3,1,8/31/2016,1,602,2,1997,19,1,1,15,1,1,2,4,4,4,4,,2,8,7,2,1,1,2,2,,0,0,0,0,2,3,5,5,6,6,7,7,5,5,6,7,7,7,7,6,6,5,4,1,1,1,2,1,4,2,1,5,3,1,3,2,2,2,2,2,2,1,,,,,,,,8,8,9,1,7,2,2,3,5,6,6,7,5,6,6,6,1,6,2,4,3,2,2,5,7,6,5,5,8,7,3,3,2,1,0,0,,,,,,0,1,1,2,6,,,,2,,,3,2,,2,1,1,,,,,2,2,8,3,5,1,1,4,,,1,2,2,1,1,1,5,0,0,,,5,1,2,2,1,0,1,0,1,1,0,1,1,1,1,1,1,3,2,1,1,2,1,1,1,1,9,5,4,1
6,1468,16061468,307,603,600307,157,1,3,1,8/31/2016,1,602,2,1958,58,1,1,11,3,3,2,2,4,4,4,,1,,3,2,1,1,2,2,,1,1,1,1,4,1,7,7,3,1,3,7,6,7,1,1,4,4,7,1,7,7,1,2,1,3,2,2,10,10,1,10,1,1,5,3,3,2,2,3,1,1,,,,,,,,10,10,10,1,1,1,2,4,7,7,7,1,3,1,7,7,1,7,4,7,1,2,2,1,1,1,10,10,10,10,1,1,1,1,0,0,0,1,,,,0,5,1,1,,602,1,1,2,,,4,1,2,2,10,2,,1,4,,2,2,6,2,2,1,1,1,4,3,3,2,2,4,3,2,4,0,2,2,0,,5,1,2,1,0,1,0,1,1,0,1,1,0,1,1,0,3,4,1,2,3,1,1,1,1,1,4,4,1
6,793,16060793,102,601,600102,21,1,1,1,9/7/2016,1,601,2,1990,26,2,4,3,3,2,2,4,4,4,4,4,3,,8,2,1,2,1,2,,0,1,1,0,1,3,7,7,1,7,7,7,,7,1,7,7,7,7,7,7,7,1,,1,,2,2,10,10,1,1,1,1,3,3,2,,2,2,2,5,10,10,10,10,10,10,10,10,10,10,10,10,1,2,3,7,,,1,7,1,7,7,2,1,2,7,1,2,2,10,,10,10,10,10,1,3,1,1,1,0,0,,,,0,,0,3,1,1,,603,1,1,1,603,,1,2,,2,1,2,3,1,,,2,2,6,,5,1,1,6,,,,1,2,2,2,2,2,0,1,1,0,1,5,1,2,1,1,0,1,1,1,0,1,1,0,0,1,1,3,3,1,1,3,1,1,1,2,4,20,4,2
6,668,16060668,102,601,600102,20,1,1,1,8/31/2016,1,601,2,1997,19,1,1,13,2,2,2,4,2,2,4,,1,6,3,2,1,1,2,2,,0,0,0,0,2,2,4,6,5,6,6,7,5,5,3,2,6,5,5,6,3,6,2,1,3,2,1,2,6,2,3,3,1,3,4,4,2,2,2,1,2,2,10,10,8,10,8,8,10,6,6,7,2,5,2,2,4,3,6,6,5,5,6,3,6,2,3,1,3,2,3,1,10,7,10,6,7,10,6,2,2,2,2,0,0,0,,,0,,1,3,1,2,6,,,,2,,,1,4,,1,1,1,1,2,2,1,2,2,13,4,5,4,11,4,,,15,2,,2,2,1,4,0,0,,,2,1,1,2,1,1,1,0,1,1,0,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,5,23,4,1
6,221,16060221,110,601,600110,68,1,3,1,9/8/2016,1,601,2,1936,80,1,1,5,3,3,2,2,4,4,4,,4,1,1,2,2,2,2,2,,0,1,0,0,2,1,2,7,2,4,2,7,6,4,5,2,2,4,3,2,4,4,4,2,1,3,2,2,2,4,4,4,5,2,4,4,2,2,2,3,2,4,1,8,8,6,6,5,6,5,5,9,5,3,4,2,4,7,2,4,4,5,7,5,3,1,4,4,4,1,2,2,4,4,4,5,4,4,3,3,3,3,3,0,0,,,,0,,0,5,1,2,2,,,,2,,,4,1,0,4,,1,,,,,2,2,3,,5,2,1,6,,1,1,2,2,4,2,2,2,0,0,,,5,5,1,2,1,1,0,0,1,1,0,1,1,0,0,1,0,4,3,2,2,4,1,1,1,2,2,10,4,1
6,68,16060068,307,603,600307,153,1,3,1,9/3/2016,1,602,2,1969,47,2,1,57,3,1,2,1,2,4,4,1,3,7,1,2,1,1,2,2,,1,0,1,0,2,1,4,5,5,7,6,7,5,5,5,6,6,5,5,6,7,1,1,2,2,1,2,1,5,10,1,5,1,10,2,2,3,2,3,2,2,5,6,7,7,7,1,1,2,10,9,8,7,7,1,2,3,5,5,6,6,2,7,6,6,2,7,4,7,1,2,1,7,8,8,7,1,8,9,2,1,1,1,0,0,,,,,1,1,2,1,1,,603,2,,2,,,3,4,0,2,13,1,,4,,2,2,1,7,2,2,1,1,5,,,3,2,2,2,2,2,3,0,1,1,0,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,0,3,3,1,1,2,1,1,1,1,1,4,4,2
6,1404,16061404,103,601,600103,25,1,2,1,8/26/2016,1,601,1,1986,30,2,1,,3,3,2,1,4,4,4,4,2,1,4,2,2,1,2,2,,0,0,1,0,2,2,5,5,6,6,7,5,5,3,3,4,4,4,6,6,4,7,6,2,1,2,2,2,5,7,3,3,4,5,3,3,3,2,2,2,4,5,7,8,7,8,8,8,8,5,8,8,1,1,1,2,4,1,7,1,1,4,7,5,6,1,7,4,1,1,3,2,5,10,10,6,6,1,1,2,3,3,2,0,0,,,0,0,,0,3,2,2,77,,,,2,,,3,3,96,2,4,1,,2,2,2,2,2,15,4,1,1,5,5,,,14,1,2,3,3,2,5,1,1,1,0,1,1,2,1,1,0,1,0,1,1,0,1,1,1,0,1,1,2,2,2,2,4,2,1,1,2,6,12,4,2
6,1439,16061439,119,601,600119,90,1,3,1,8/28/2016,1,604,1,1998,18,1,2,1,2,2,2,2,4,4,4,,2,7,6,2,2,2,1,2,,0,0,0,0,2,2,6,7,6,6,6,7,5,7,7,6,6,6,5,7,6,5,3,1,2,2,2,2,8,3,2,2,5,3,3,3,2,2,2,2,2,5,9,7,7,4,3,4,7,8,9,9,3,4,2,2,3,3,6,5,3,4,5,4,4,1,6,3,4,2,2,2,7,5,6,6,8,7,10,1,3,2,2,0,0,,,,0,,0,3,1,2,6,,,,2,,,2,2,1,3,4,1,2,1,2,1,2,1,11,3,3,2,1,3,,,7,2,1,2,2,1,5,2,0,,,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,2,2,1,2,3,1,1,1,2,2,18,4,1
6,1478,16061478,103,601,600103,32,1,2,1,8/22/2016,1,601,1,1965,51,2,1,3,2,2,2,1,4,4,4,4,3,1,1,2,2,,2,2,,0,0,0,0,2,3,3,7,5,6,7,7,4,6,4,6,6,4,5,5,6,6,5,2,1,2,2,2,7,6,1,1,1,3,3,3,2,2,2,3,2,3,9,9,8,10,10,7,8,9,8,9,8,9,1,2,4,6,6,5,6,5,6,5,5,1,7,3,5,2,3,1,1,7,8,9,8,9,6,3,1,3,1,0,0,,,,0,,0,2,1,1,,602,1,1,2,,,3,2,0,3,1,1,,,2,2,2,2,6,0,2,1,1,5,,,7,2,2,1,3,2,4,0,3,2,1,5,2,1,2,1,1,1,1,1,1,0,1,1,1,1,1,0,4,2,1,1,4,1,1,1,2,6,12,4,2
6,1018,16061018,108,601,600108,49,1,3,1,8/22/2016,1,601,2,1957,59,2,1,26,1,2,2,3,4,4,4,1,1,10,8,2,2,2,1,1,1,0,0,0,0,2,2,6,6,6,6,6,7,6,6,6,6,6,7,6,7,6,7,1,1,1,2,1,2,8,3,3,3,1,1,2,2,3,4,4,2,1,5,8,8,8,8,8,9,3,10,7,8,8,4,1,2,4,1,1,7,5,6,7,5,1,2,7,1,1,2,2,,1,10,1,1,1,8,8,2,3,3,2,0,1,,,,0,,0,2,1,1,,602,1,1,1,602,1,2,3,2,3,,2,3,2,2,2,2,2,15,7,3,1,1,5,,,16,2,2,1,1,2,4,0,2,1,1,1,1,1,2,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,5,23,4,2
6,921,16060921,108,601,600108,56,1,3,1,9/17/2016,1,601,2,1992,24,2,1,3,2,2,2,4,2,4,4,4,1,5,4,2,1,1,1,2,,1,0,1,0,1,4,1,1,1,2,1,7,1,4,1,1,7,1,1,1,5,5,1,2,1,2,2,2,5,5,1,1,1,10,3,3,1,2,1,2,2,5,10,10,10,10,8,10,10,5,5,7,10,5,4,2,1,6,7,7,7,7,7,7,5,1,5,3,7,1,3,2,1,1,5,1,1,1,1,1,1,1,1,0,0,,,,0,0,0,4,2,2,77,,,,2,,,4,1,96,3,4,1,,,,3,2,2,4,4,5,2,1,5,,,1,2,2,4,1,3,6,4,4,1,3,1,5,2,1,1,0,1,0,1,0,0,1,1,0,0,1,0,3,3,4,4,4,4,3,3,2,6,12,4,2
6,1393,16061393,203,602,600203,114,1,3,1,9/6/2016,1,602,2,1938,78,1,3,11,2,2,2,1,4,4,4,,1,,5,2,2,2,2,1,1,0,0,0,0,3,1,5,4,4,5,5,7,5,5,4,4,4,6,6,6,6,5,4,,2,,1,1,6,8,6,5,1,8,3,3,2,2,3,3,3,5,9,9,5,10,,9,9,6,7,8,3,5,1,2,4,3,4,4,5,5,7,5,4,1,6,3,4,1,3,1,5,7,7,4,5,3,1,2,2,2,1,0,0,,,,0,,0,3,1,1,,,2,2,2,,,4,2,7,3,4,2,1,1,2,2,1,2,9,1,1,1,77,6,,1,1,2,2,4,3,5,2,0,4,2,2,2,5,3,3,1,1,1,0,1,1,0,1,1,0,0,1,1,4,3,2,2,4,2,1,1,2,4,22,4,1
6,586,16060586,109,601,600109,58,1,3,1,9/12/2016,1,602,2,1987,29,1,2,70,2,2,2,1,4,4,4,,2,5,5,2,2,2,2,2,,0,0,0,0,2,3,4,5,4,5,5,7,4,5,5,4,5,4,5,6,4,6,3,2,1,3,2,2,5,7,5,5,3,5,4,5,3,3,2,2,2,4,5,4,3,3,3,5,3,6,5,7,1,3,2,2,3,4,4,5,3,4,5,6,5,2,5,4,5,2,4,2,7,5,8,6,4,4,4,2,2,3,2,0,0,,0,,0,,0,3,1,1,,,2,2,2,,,3,4,,4,,1,,,,,2,2,11,4,2,2,1,1,2,4,6,2,2,2,1,1,3,0,0,,,1,4,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,3,3,2,2,3,2,2,1,2,4,20,4,1
6,603,16060603,305,603,600305,148,1,3,1,8/22/2016,1,602,2,1937,79,2,1,13,3,2,2,1,4,2,4,4,1,5,7,2,2,2,2,1,2,0,0,1,0,2,4,4,4,4,4,4,7,5,7,3,3,7,,7,7,3,4,,1,3,2,2,1,7,5,4,,4,4,3,3,3,3,1,1,2,1,,,,,,,,10,8,7,4,4,1,2,4,5,5,7,4,1,6,5,3,2,3,3,4,1,2,2,4,7,8,6,5,4,1,2,2,2,2,0,0,,0,,,,0,,1,1,,,2,,2,,,4,1,,2,,1,,2,,,2,2,6,,1,1,1,5,,,8,2,2,2,2,6,3,0,2,1,1,1,5,1,2,1,1,1,1,1,1,0,1,1,1,,1,1,1,3,2,2,4,1,1,1,2,6,8,4,2
6,1085,16061085,401,604,600401,168,1,2,1,9/13/2016,1,602,1,1960,56,2,1,5,3,2,2,1,4,4,4,4,1,3,7,1,1,1,2,2,,1,0,1,0,2,2,4,6,3,5,7,5,3,6,1,3,6,4,7,2,5,7,7,2,1,2,1,1,3,4,6,1,1,2,3,3,2,2,2,3,2,5,10,10,8,6,5,7,8,9,5,10,1,2,3,2,4,1,1,6,1,3,7,4,5,1,7,4,1,1,2,1,1,2,10,1,1,10,1,1,1,1,1,1,0,,0,,0,,1,3,2,2,77,,,,2,,,2,3,96,2,13,1,2,,3,1,2,2,7,0,1,1,1,1,2,4,15,2,1,2,1,2,5,1,4,2,2,2,1,2,2,1,0,1,1,1,1,0,1,1,1,1,1,1,5,3,1,1,4,1,1,1,1,5,14,4,2
6,35,16060035,201,602,600201,243,1,2,1,8/24/2016,1,602,1,1990,26,1,1,3,2,1,2,4,4,4,4,,,5,3,2,2,2,2,2,,0,0,0,0,2,4,5,4,4,4,7,7,3,3,2,1,3,4,5,4,4,7,3,2,1,2,2,2,7,6,3,4,2,4,4,3,1,2,3,2,1,4,7,10,7,,3,4,2,7,6,8,1,3,3,2,3,3,5,6,2,4,7,5,5,1,4,4,4,1,3,,3,8,5,3,1,10,5,2,2,2,1,0,0,0,0,0,0,,1,4,1,1,,603,2,2,2,,,2,3,,3,1,2,,,2,2,2,2,13,8,5,1,1,1,2,14,14,2,2,2,1,3,4,2,2,2,0,5,1,1,2,1,0,1,0,1,1,0,1,1,0,1,1,1,5,2,1,1,4,1,1,1,1,4,9,4,1
6,1057,16061057,113,601,600113,77,1,3,1,9/2/2016,1,601,2,1998,18,1,1,5,2,1,2,1,4,4,4,,2,2,4,2,1,1,2,2,,0,0,1,0,2,2,2,5,3,4,5,7,4,2,3,3,3,5,5,5,3,5,2,2,2,2,1,1,5,5,4,2,2,5,3,3,2,2,2,2,3,1,,,,,,,,5,6,9,3,4,2,1,1,3,5,3,4,7,6,7,5,1,7,2,7,2,2,1,7,8,10,5,8,1,1,3,3,2,1,0,0,,0,,,,1,3,1,2,2,,,,2,,,3,4,0,3,4,2,2,1,2,2,2,2,7,,2,1,5,1,4,2,7,2,2,2,1,1,7,3,0,,,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,3,1,2,3,1,1,1,2,6,17,4,1
6,702,16060702,110,601,600110,71,1,3,1,9/4/2016,1,601,2,1960,56,1,1,3,3,3,2,4,4,4,4,,4,1,1,2,2,2,2,2,,0,0,0,0,4,1,5,5,4,7,7,7,5,6,1,7,6,7,4,7,6,3,1,2,1,3,2,2,3,10,1,1,1,6,2,4,1,2,1,3,3,1,,,,,,,,10,10,10,3,4,1,1,3,3,3,4,1,2,7,4,3,1,5,1,4,1,1,1,7,5,7,4,3,1,1,1,1,1,1,0,0,,0,,,,0,5,1,2,8,,,,2,,,4,1,0,2,4,2,1,,3,,2,2,6,0,5,1,1,1,2,6,6,2,1,3,2,2,3,0,,0,,1,5,1,2,1,0,1,0,1,0,0,1,1,0,0,1,0,3,2,2,2,3,2,2,2,2,6,12,4,1
6,412,16060412,113,601,600113,77,1,3,1,9/1/2016,1,601,2,1974,42,2,1,5,2,1,1,2,4,4,4,4,1,10,10,2,2,2,2,2,,1,1,0,0,1,1,1,7,1,7,7,7,7,1,1,7,7,1,4,7,7,,,,1,1,1,2,4,7,8,4,1,1,2,4,2,2,2,5,3,5,10,10,10,10,10,10,10,10,10,10,1,5,1,2,3,7,5,7,7,1,7,7,4,1,4,4,7,3,1,1,10,10,10,1,10,1,1,3,3,1,3,0,0,0,,,0,,0,1,1,1,,602,2,1,1,602,1,2,3,2,2,4,1,3,1,1,1,2,2,11,4,,1,1,6,,,,1,1,3,2,4,1,0,3,1,2,4,5,1,2,1,1,1,0,1,1,0,1,1,0,0,1,0,2,2,1,1,4,1,1,1,2,6,17,4,2
6,1037,16061037,407,604,600407,170,1,3,1,9/19/2016,1,602,3,1936,80,1,1,5,2,2,2,2,4,4,4,,2,,5,2,2,2,2,2,,0,,0,0,1,1,7,7,,4,4,6,5,5,5,5,5,7,4,5,5,4,4,1,2,1,1,1,4,6,6,6,4,4,2,4,2,2,2,2,3,5,5,4,6,8,8,8,8,4,6,8,2,2,1,2,4,4,7,4,4,7,7,7,7,2,7,3,7,1,4,1,8,8,8,8,8,8,8,1,1,1,1,0,0,,,,0,,0,4,1,1,,603,2,1,2,,,1,3,3,2,1,1,1,3,4,2,2,2,18,,5,2,1,6,,15,16,2,2,1,1,6,4,0,7,3,4,1,1,1,2,1,1,1,2,1,1,0,1,1,1,1,1,1,4,2,1,2,2,1,1,1,1,4,13,4,1
